date,time_of_purchase,customer_name,phone_number,age,order_type,item_bought,is_combo,quantity,item_price_total,coupon_code,coupon_used,discount_amount,final_amount,payment_method,rating,review
2026-03-04,20:49,Sivakumar R,+91 8902787429,42,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,Cash,4,"Semma taste bro, chicken romba soft ah irundhuchu"
2026-03-04,20:26,Elango S,+91 8974997990,35,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,Cash,,"Super spicy and juicy, best bbq in area"
2026-03-04,20:43,Gowtham Prasad,+91 8980841241,21,Phone Call,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,GPay,5,
2026-03-04,18:55,Pradeep Babu,+91 7462475107,54,Phone Call,Chicken Wings (5 pc),No,2,260,karur_kalam,No,0,260,GPay,4,"Great value for money, fresh and hot"
2026-03-04,20:37,Murugan Prasad,+91 9527758416,20,Phone Call,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,GPay,3,Quantity konjam kammiya irundhuchu but taste okay
2026-03-04,18:43,Vignesh R,+91 7149190586,,Phone Call,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,GPay,,
2026-03-04,17:54,Rajesh M,+91 9504773586,,Phone Call,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,GPay,4,"Chicken leg romba soft ah vekachu irundhuchu, super"
2026-03-04,19:52,Manoj S,+91 9823004786,49,Phone Call,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,GPay,4,"Great value for money, fresh and hot"
2026-03-04,22:16,,+91 7255174192,35,Walk-in,Chicken Lollipop (4 pc),No,2,260,karur_kalam,No,0,260,Card,5,"Freshly grilled and juicy, highly recommend"
2026-03-04,18:52,Prakash R,+91 7691669784,,Phone Call,Chicken Lollipop (4 pc),No,1,130,karur_kalam,Yes,13,117,GPay,4,"Best chicken lollipop I've had, will come again"
2026-03-04,19:42,Nithya S,+91 7634351751,49,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,Yes,13,117,GPay,4,
2026-03-04,20:47,Kumar S,+91 8467854458,46,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,PhonePe,4,"Freshly grilled and juicy, highly recommend"
2026-03-04,20:45,Lakshmi R,+91 6668113397,27,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,Cash,4,"Loved the combo, perfect spice level"
2026-03-04,19:35,Anand,+91 7063236540,21,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,Cash,3,Quantity konjam kammiya irundhuchu but taste okay
2026-03-04,19:39,Kavya,+91 8765118615,41,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Cash,,"Quantity kammiya kudutanga, not worth the price"
2026-03-04,20:11,Bala Raj,+91 8190826110,56,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,PhonePe,4,"Ultimate taste anna, naa daily varen"
2026-03-04,18:34,Gopal K,+91 6974993097,25,Phone Call,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,GPay,4,"Nalla crispy ah irundhuchu, quantity um super"
2026-03-04,21:08,Kumar Kumar,+91 6190790306,43,Phone Call,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,GPay,5,"Chicken leg romba soft ah vekachu irundhuchu, super"
2026-03-04,20:14,Manoj,+91 9567661825,22,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,PhonePe,4,"Best chicken lollipop I've had, will come again"
2026-03-04,19:13,Divya Devi,+91 8086542438,26,Walk-in,Chicken Leg (2 pc),No,2,260,karur_kalam,No,0,260,,5,"Nalla crispy ah irundhuchu, quantity um super"
2026-03-04,18:35,Sowmya R,+91 6396964535,53,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,Yes,13,117,Cash,5,
2026-03-04,19:24,Farhan Devi,+91 9416052975,20,Phone Call,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,PhonePe,4,
2026-03-04,21:37,Murugan S,+91 7449353487,31,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,PhonePe,5,"Freshly grilled and juicy, highly recommend"
2026-03-04,17:31,Swathi Raj,+91 9156756650,56,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,Cash,4,
2026-03-04,18:45,Kavya M,+91 9985045056,41,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Cash,4,
2026-03-04,18:03,Selvam S,+91 7172788957,,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Cash,5,"Super spicy and juicy, best bbq in area"
2026-03-04,21:33,Mary Devi,+91 8053773515,49,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Cash,4,
2026-03-04,20:00,Yazhini Devi,+91 7585301012,43,Walk-in,Chicken Leg (2 pc),No,2,260,karur_kalam,No,0,260,PhonePe,4,
2026-03-04,22:47,Senthil S,+91 7028439599,58,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,Cash,,"Wings semma crispy ah irundhuchu, thanks anna"
2026-03-04,18:04,Anand M,+91 8698478961,59,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,GPay,4,"Kalakalappa irundhuchu, next time friends oda varen"
2026-03-04,22:19,Priya,+91 9122753046,30,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,PhonePe,5,"Loved the combo, perfect spice level"
2026-03-04,20:41,Divya Kumar,+91 9785089897,46,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,GPay,4,Very tasty and quick service too
2026-03-04,18:24,Deepa,+91 7696816453,36,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,PhonePe,,"Chicken leg romba soft ah vekachu irundhuchu, super"
2026-03-04,19:04,John S,+91 9798079359,45,Phone Call,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,GPay,4,"Vera level taste, oru sight ah irundhuchu"
2026-03-04,19:32,Vidya,+91 6489325288,15,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,GPay,,"Semma taste bro, chicken romba soft ah irundhuchu"
2026-03-04,19:01,Lakshmi R,+91 9535232660,55,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Paytm,5,Very tasty and quick service too
2026-03-04,20:36,Divya Kumar,+91 7752431069,,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,,5,"Super spicy and juicy, best bbq in area"
2026-03-04,20:17,Priya S,+91 7746614477,,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,GPay,4,Very tasty and quick service too
2026-03-04,20:23,Vijay,+91 8396907844,45,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,Yes,13,117,Cash,,"Nalla crispy ah irundhuchu, quantity um super"
2026-03-04,17:04,Karthik K,+91 7927640547,58,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,Cash,4,
2026-03-04,20:10,Manoj Raj,+91 6824008427,21,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,PhonePe,,"Super spicy and juicy, best bbq in area"
2026-03-04,21:50,Joseph Prasad,+91 6756551256,59,Phone Call,Chicken Wings (5 pc),No,1,130,karur_kalam,Yes,13,117,Cash,5,
2026-03-04,21:34,Aishwarya Prasad,+91 8131351830,24,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Card,4,"Vera level taste, oru sight ah irundhuchu"
2026-03-04,21:24,Aishwarya S,+91 8599098412,,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,Paytm,4,Very tasty and quick service too
2026-03-05,20:23,Farhan,+91 6038146342,60,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,Cash,5,"Vera level taste, oru sight ah irundhuchu"
2026-03-05,19:12,Harish Kumar,+91 9214895134,29,Phone Call,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,GPay,3,
2026-03-05,19:35,Priya Kumar,+91 6304407781,57,Phone Call,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,PhonePe,5,"Ultimate taste anna, naa daily varen"
2026-03-05,19:43,Kumar K,+91 8541829912,41,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,,5,
2026-03-05,20:31,Iniya Devi,+91 6008224216,,Walk-in,Chicken Lollipop (4 pc),No,2,260,karur_kalam,Yes,26,234,GPay,,"Amazing bbq stall, must try in this area"
2026-03-05,21:45,Iniya Babu,+91 6643171390,18,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,GPay,2,"Too salty, not up to the mark today"
2026-03-05,19:31,Joseph R,+91 8722870322,16,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,Yes,13,117,Cash,5,
2026-03-05,20:32,Rajesh Kumar,+91 8339421047,17,Phone Call,Chicken Leg (2 pc),No,2,260,karur_kalam,Yes,26,234,Cash,,"Amazing bbq stall, must try in this area"
2026-03-05,21:54,Aishwarya Raj,+91 9807154516,47,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,Cash,,
2026-03-05,19:44,Sivakumar Devi,+91 7867749649,54,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,GPay,5,"Kalakalappa irundhuchu, next time friends oda varen"
2026-03-05,19:56,Prakash,+91 7875099770,,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,Yes,13,117,Paytm,4,
2026-03-05,17:36,Nithya R,+91 7290113860,32,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Paytm,4,
2026-03-05,19:35,Ravi S,+91 8382944191,31,Phone Call,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,GPay,4,
2026-03-05,17:35,Meena Prasad,+91 7341016668,,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,GPay,5,
2026-03-05,20:42,Anand,+91 6993308330,21,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,GPay,4,"Nalla crispy ah irundhuchu, quantity um super"
2026-03-05,19:34,Elango S,+91 8987769453,20,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,GPay,4,"Semma taste bro, chicken romba soft ah irundhuchu"
2026-03-05,19:20,Sowmya Devi,+91 9177115921,23,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,GPay,5,"Best chicken lollipop I've had, will come again"
2026-03-05,20:10,Meena,+91 7606474687,24,Phone Call,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,PhonePe,4,
2026-03-05,22:27,Dhanush K,+91 6574733848,59,Walk-in,Chicken Leg (2 pc),No,2,260,karur_kalam,Yes,26,234,Paytm,5,"Excellent flavour, family panindhalum enjoy pannanga"
2026-03-05,20:19,Senthil Raj,+91 7618324210,25,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,Cash,4,"Great value for money, fresh and hot"
2026-03-05,18:17,Selvam M,+91 7582016301,35,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,Cash,5,"Nalla crispy ah irundhuchu, quantity um super"
2026-03-05,22:51,John Babu,+91 9015430391,,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,PhonePe,,"Vera level taste, oru sight ah irundhuchu"
2026-03-05,19:56,Suresh,+91 7389083863,43,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,Yes,13,117,PhonePe,,"Chicken leg romba soft ah vekachu irundhuchu, super"
2026-03-05,19:54,Joseph M,+91 8931034131,39,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,GPay,4,
2026-03-05,18:44,Saravanan,+91 8190496631,52,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,GPay,5,Very tasty and quick service too
2026-03-05,18:11,Prakash S,+91 8021553830,58,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Cash,4,"Great value for money, fresh and hot"
2026-03-05,20:21,Manoj S,+91 9823004786,49,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Cash,4,"Ultimate taste anna, naa daily varen"
2026-03-05,20:10,Sathish,+91 6656670106,36,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,PhonePe,,
2026-03-05,19:50,Kumar S,+91 8974776565,52,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,PhonePe,4,
2026-03-05,19:39,Deepa Babu,+91 8527111161,38,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,PhonePe,3,"Average, expected more spice"
2026-03-05,18:21,Vignesh R,+91 7149190586,57,Phone Call,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,PhonePe,4,
2026-03-05,18:23,Gopal K,+91 6974993097,25,Phone Call,Chicken Wings (5 pc),No,1,130,karur_kalam,Yes,13,117,GPay,5,
2026-03-05,19:13,Gowtham Babu,+91 9139718707,23,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,PhonePe,4,"Wings semma crispy ah irundhuchu, thanks anna"
2026-03-05,20:49,Anitha S,+91 6957947581,56,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Cash,2,"Quantity kammiya kudutanga, not worth the price"
2026-03-05,21:16,Prakash Raj,+91 7292127799,43,Phone Call,Chicken Lollipop (4 pc),No,1,130,karur_kalam,Yes,13,117,GPay,4,"Ultimate taste anna, naa daily varen"
2026-03-05,22:23,Rajesh Kumar,+91 8339421047,17,Phone Call,Chicken Wings (5 pc),No,2,260,karur_kalam,No,0,260,GPay,4,
2026-03-05,21:11,Arun,+91 6759001706,44,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,GPay,5,"Ultimate taste anna, naa daily varen"
2026-03-05,19:08,Ayesha Kumar,+91 9763536735,58,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,GPay,5,
2026-03-05,19:54,,+91 7449353487,,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Cash,4,"Super spicy and juicy, best bbq in area"
2026-03-05,20:53,Senthil Babu,+91 9967148030,57,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,Yes,13,117,Cash,4,"Kalakalappa irundhuchu, next time friends oda varen"
2026-03-05,21:04,Yazhini Devi,+91 7794128866,52,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,Yes,13,117,Cash,5,"Freshly grilled and juicy, highly recommend"
2026-03-05,21:55,Lakshmi,+91 9449251925,34,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,PhonePe,4,Very tasty and quick service too
2026-03-05,17:49,Arun Kumar,+91 7675869261,46,Phone Call,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,Cash,4,"Vera level taste, oru sight ah irundhuchu"
2026-03-05,20:44,Joseph M,+91 8931034131,39,Phone Call,Chicken Wings (5 pc),No,2,260,karur_kalam,No,0,260,PhonePe,3,
2026-03-05,18:13,Aishwarya,+91 8622014833,30,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,Cash,5,
2026-03-05,20:30,Karthik R,+91 9603859770,28,Phone Call,Chicken Lollipop (4 pc),No,2,260,karur_kalam,No,0,260,Card,,
2026-03-05,18:06,Joseph,+91 6433218196,17,Phone Call,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,PhonePe,,
2026-03-05,17:45,Arun S,+91 9930326456,,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,Cash,4,"Super spicy and juicy, best bbq in area"
2026-03-06,22:09,Sivakumar Prasad,+91 6342519701,50,Walk-in,Chicken Lollipop (4 pc),No,2,260,karur_kalam,Yes,26,234,Cash,5,
2026-03-06,19:17,Kumar,+91 7625260221,42,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,,5,"Semma taste bro, chicken romba soft ah irundhuchu"
2026-03-06,18:56,Naveen Kumar,+91 6065735174,36,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,PhonePe,,"Best chicken lollipop I've had, will come again"
2026-03-06,20:37,Kalaivani,+91 6699016272,18,Phone Call,Chicken Lollipop (4 pc),No,1,130,karur_kalam,Yes,13,117,GPay,4,"Excellent flavour, family panindhalum enjoy pannanga"
2026-03-06,17:36,Swathi S,+91 7554665905,,Phone Call,Chicken Lollipop (4 pc),No,2,260,karur_kalam,No,0,260,GPay,3,"Not bad, but waiting time konjam adhigama irundhuchu"
2026-03-06,19:15,Anitha Kumar,+91 8024026811,45,Phone Call,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,GPay,5,
2026-03-06,19:41,Rajesh,+91 6818835523,21,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,Cash,4,"Semma taste bro, chicken romba soft ah irundhuchu"
2026-03-06,19:53,Harish M,+91 8527177449,,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,GPay,,"Too salty, not up to the mark today"
2026-03-06,19:55,Elango Kumar,+91 6469901398,28,Phone Call,Chicken Leg (2 pc),No,2,260,karur_kalam,Yes,26,234,Cash,4,
2026-03-06,21:57,Kumar M,+91 7622444721,25,Walk-in,Chicken Lollipop (4 pc),No,2,260,karur_kalam,No,0,260,GPay,4,"Loved the combo, perfect spice level"
2026-03-06,19:21,Kumar R,+91 8569092755,43,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,GPay,,"Loved the combo, perfect spice level"
2026-03-06,17:32,Anand S,+91 7477109324,50,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,Cash,,"Freshly grilled and juicy, highly recommend"
2026-03-06,21:04,Prakash Prasad,+91 8687833918,43,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,PhonePe,,"Amazing bbq stall, must try in this area"
2026-03-06,21:28,Revathi Prasad,+91 9795703996,24,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,PhonePe,4,"Ultimate taste anna, naa daily varen"
2026-03-06,22:41,Pradeep Prasad,+91 6430305486,49,Phone Call,Chicken Lollipop (4 pc),No,2,260,karur_kalam,No,0,260,GPay,3,"It was fine, nothing special"
2026-03-06,19:22,Selvam,+91 7993446060,39,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Paytm,5,
2026-03-06,17:24,Ramesh Raj,+91 9584044997,24,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,Yes,13,117,PhonePe,,"Best chicken lollipop I've had, will come again"
2026-03-06,17:10,Murugan S,+91 7449353487,31,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,Yes,13,117,GPay,4,Very tasty and quick service too
2026-03-06,18:07,Nithya Raj,+91 7550786887,49,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,GPay,5,"Semma taste bro, chicken romba soft ah irundhuchu"
2026-03-06,19:36,Dinesh M,+91 7879872873,59,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,Yes,13,117,Cash,5,Very tasty and quick service too
2026-03-06,19:44,Ravi Devi,+91 8375564641,45,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,Cash,,"Excellent flavour, family panindhalum enjoy pannanga"
2026-03-06,21:31,Anand Prasad,+91 8255341928,30,Phone Call,Chicken Lollipop (4 pc),No,1,130,karur_kalam,Yes,13,117,Cash,,"It was fine, nothing special"
2026-03-06,19:55,John S,+91 6693406088,58,Phone Call,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,GPay,5,"Semma taste bro, chicken romba soft ah irundhuchu"
2026-03-06,20:31,Revathi Raj,+91 8203607854,,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,Card,,"Best chicken lollipop I've had, will come again"
2026-03-06,17:06,Ravi Babu,+91 9923267148,36,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,Cash,3,
2026-03-06,19:15,Arun Kumar,+91 7387262473,19,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,PhonePe,2,"Quantity kammiya kudutanga, not worth the price"
2026-03-06,20:01,Sivakumar Prasad,+91 8829158551,19,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,Cash,3,"Taste romba pramadham illa, sagalama irundhuchu"
2026-03-06,22:50,Manoj Raj,+91 9396262591,,Walk-in,Chicken Leg (2 pc),No,2,260,karur_kalam,No,0,260,GPay,4,"Super spicy and juicy, best bbq in area"
2026-03-06,22:55,Elango S,+91 9872774348,46,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Cash,4,
2026-03-06,20:53,Anand M,+91 8698478961,59,Phone Call,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,PhonePe,5,"Best chicken lollipop I've had, will come again"
2026-03-06,20:46,Muthu Devi,+91 6983584168,43,Phone Call,Chicken Lollipop (4 pc),No,2,260,karur_kalam,No,0,260,Paytm,4,"Ultimate taste anna, naa daily varen"
2026-03-06,22:53,Elango Devi,+91 9837770143,40,Phone Call,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,,3,"Average, expected more spice"
2026-03-06,21:03,Sowmya Kumar,+91 8403317393,40,Phone Call,Chicken Leg (2 pc),No,2,260,karur_kalam,No,0,260,GPay,2,
2026-03-06,21:13,Sivakumar Prasad,+91 7264147569,,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,,5,"Excellent flavour, family panindhalum enjoy pannanga"
2026-03-06,19:26,John R,+91 9480162456,38,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,GPay,5,
2026-03-06,21:25,Elango S,+91 9872774348,,Phone Call,Chicken Lollipop (4 pc),No,2,260,karur_kalam,No,0,260,GPay,5,"Nalla crispy ah irundhuchu, quantity um super"
2026-03-06,17:58,,+91 9476144278,46,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,GPay,,
2026-03-06,21:37,Murugan,+91 9754939343,58,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Cash,4,
2026-03-06,18:59,Farhan Devi,+91 9416052975,20,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Paytm,5,
2026-03-06,19:04,Deepa Raj,+91 6224740985,27,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Cash,4,
2026-03-06,21:17,Ravi K,+91 7054932966,47,Phone Call,Chicken Lollipop (4 pc),No,1,130,karur_kalam,Yes,13,117,GPay,,
2026-03-06,21:04,Harish Raj,+91 8641199255,20,Walk-in,Chicken Wings (5 pc),No,2,260,karur_kalam,Yes,26,234,Paytm,4,Very tasty and quick service too
2026-03-06,21:30,Anand,+91 6993308330,21,Phone Call,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,Cash,5,"Amazing bbq stall, must try in this area"
2026-03-06,19:45,Meena Devi,+91 7282463061,41,Walk-in,Chicken Wings (5 pc),No,2,260,karur_kalam,Yes,26,234,GPay,,"Freshly grilled and juicy, highly recommend"
2026-03-06,22:01,Priya,+91 8205986856,53,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Cash,5,"Vera level taste, oru sight ah irundhuchu"
2026-03-07,20:32,Kumar Kumar,+91 6190790306,,Phone Call,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,GPay,3,"Okay okay taste, but konjam salt adhigama irundhuchu"
2026-03-07,17:22,Meena R,+91 6638816878,37,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,Yes,13,117,Paytm,5,"Great value for money, fresh and hot"
2026-03-07,21:10,Vignesh Devi,+91 9632016328,44,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,Paytm,3,
2026-03-07,21:49,Deepa,+91 7696816453,,Phone Call,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,GPay,,
2026-03-07,22:38,Nithya Devi,+91 6251778528,55,Walk-in,Chicken Lollipop (4 pc),No,2,260,karur_kalam,No,0,260,Cash,5,"Great value for money, fresh and hot"
2026-03-07,17:35,Prakash R,+91 7691669784,50,Phone Call,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,GPay,4,"Excellent flavour, family panindhalum enjoy pannanga"
2026-03-07,22:05,Prakash Devi,+91 7689702838,,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,Cash,4,
2026-03-07,18:30,Rajesh Kumar,+91 8339421047,17,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,PhonePe,5,
2026-03-07,19:30,Sowmya Raj,+91 6345054156,40,Phone Call,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,Cash,4,
2026-03-07,19:37,,+91 7675869261,46,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,Cash,4,"Great value for money, fresh and hot"
2026-03-07,18:50,Vijay Kumar,+91 9506068536,,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,Cash,3,
2026-03-07,17:44,,+91 9603859770,28,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,GPay,3,"Not bad, but waiting time konjam adhigama irundhuchu"
2026-03-07,20:51,Kumar Kumar,+91 6190790306,43,Phone Call,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,GPay,4,"Loved the combo, perfect spice level"
2026-03-07,19:23,Dinesh S,+91 7465787133,19,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,Yes,13,117,Paytm,3,"Okay okay taste, but konjam salt adhigama irundhuchu"
2026-03-07,20:31,Swathi M,+91 6418280516,40,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,Cash,5,
2026-03-07,20:51,Ravi Devi,+91 8375564641,45,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Cash,4,
2026-03-07,21:58,Ravi K,+91 7488631373,44,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,Yes,13,117,PhonePe,,"Best chicken lollipop I've had, will come again"
2026-03-07,21:08,Ravi,+91 7960610471,47,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,GPay,5,"Chicken leg romba soft ah vekachu irundhuchu, super"
2026-03-07,17:48,Nithya S,+91 7634351751,49,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Cash,3,"Okay okay taste, but konjam salt adhigama irundhuchu"
2026-03-07,21:57,Lakshmi,+91 7251790447,17,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,PhonePe,4,"Ultimate taste anna, naa daily varen"
2026-03-07,19:08,Suresh K,+91 6531003309,24,Phone Call,Chicken Wings (5 pc),No,1,130,karur_kalam,Yes,13,117,GPay,5,"Great value for money, fresh and hot"
2026-03-07,18:47,Kalaivani K,+91 8033744999,48,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Cash,,"Best chicken lollipop I've had, will come again"
2026-03-07,18:04,Divya K,+91 7185016315,,Phone Call,Chicken Wings (5 pc),No,2,260,karur_kalam,No,0,260,GPay,4,"Wings semma crispy ah irundhuchu, thanks anna"
